Dataset,#TrainingRelease,%Training,%Defective in training,%Defective in testing,Balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Classifier,Precision,Recall,AUC,Kappa
AVRO,8,33.02%,30.08%,14.66%,No sampling,No Feature Selection,No cost sensitive,38.0,204.0,23.0,1.0,RandomForest,0.157,0.974,0.328,0.024,
AVRO,8,33.02%,30.08%,14.66%,No sampling,No Feature Selection,No cost sensitive,32.0,61.0,166.0,7.0,NaiveBayes,0.344,0.821,0.835,0.351,
AVRO,8,33.02%,30.08%,14.66%,No sampling,No Feature Selection,No cost sensitive,35.0,180.0,47.0,4.0,IBk,0.163,0.897,0.541,0.036,
AVRO,8,33.02%,30.08%,14.66%,No sampling,No Feature Selection,Sensitive Threshold,39.0,224.0,3.0,0.0,RandomForest,0.148,1.0,0.507,0.004,
AVRO,8,33.02%,30.08%,14.66%,No sampling,No Feature Selection,Sensitive Threshold,35.0,87.0,140.0,4.0,NaiveBayes,0.287,0.897,0.757,0.273,
AVRO,8,33.02%,30.08%,14.66%,No sampling,No Feature Selection,Sensitive Threshold,35.0,180.0,47.0,4.0,IBk,0.163,0.897,0.552,0.036,
AVRO,8,33.02%,30.08%,14.66%,No sampling,No Feature Selection,Sensitive Learning,38.0,224.0,3.0,1.0,RandomForest,0.145,0.974,0.371,-0.004,
AVRO,8,33.02%,30.08%,14.66%,No sampling,No Feature Selection,Sensitive Learning,35.0,87.0,140.0,4.0,NaiveBayes,0.287,0.897,0.835,0.273,
AVRO,8,33.02%,30.08%,14.66%,No sampling,No Feature Selection,Sensitive Learning,35.0,180.0,47.0,4.0,IBk,0.163,0.897,0.541,0.036,
AVRO,8,33.02%,30.08%,14.66%,No sampling,Best first,No cost sensitive,24.0,55.0,172.0,15.0,RandomForest,0.304,0.615,0.752,0.262,
AVRO,8,33.02%,30.08%,14.66%,No sampling,Best first,No cost sensitive,39.0,109.0,118.0,0.0,NaiveBayes,0.264,1.0,0.864,0.241,
AVRO,8,33.02%,30.08%,14.66%,No sampling,Best first,No cost sensitive,34.0,83.0,144.0,5.0,IBk,0.291,0.872,0.747,0.277,
AVRO,8,33.02%,30.08%,14.66%,No sampling,Best first,Sensitive Threshold,39.0,227.0,0.0,0.0,RandomForest,0.147,1.0,0.5,0.0,
AVRO,8,33.02%,30.08%,14.66%,No sampling,Best first,Sensitive Threshold,39.0,227.0,0.0,0.0,NaiveBayes,0.147,1.0,0.5,0.0,
AVRO,8,33.02%,30.08%,14.66%,No sampling,Best first,Sensitive Threshold,39.0,227.0,0.0,0.0,IBk,0.147,1.0,0.5,0.0,
AVRO,8,33.02%,30.08%,14.66%,No sampling,Best first,Sensitive Learning,39.0,227.0,0.0,0.0,RandomForest,0.147,1.0,0.756,0.0,
AVRO,8,33.02%,30.08%,14.66%,No sampling,Best first,Sensitive Learning,39.0,227.0,0.0,0.0,NaiveBayes,0.147,1.0,0.864,0.0,
AVRO,8,33.02%,30.08%,14.66%,No sampling,Best first,Sensitive Learning,39.0,227.0,0.0,0.0,IBk,0.147,1.0,0.747,0.0,
AVRO,8,33.02%,30.08%,14.66%,oversampling,No Feature Selection,No cost sensitive,38.0,213.0,14.0,1.0,RandomForest,0.151,0.974,0.454,0.011,
AVRO,8,33.02%,30.08%,14.66%,oversampling,No Feature Selection,No cost sensitive,33.0,65.0,162.0,6.0,NaiveBayes,0.337,0.846,0.837,0.344,
AVRO,8,33.02%,30.08%,14.66%,oversampling,No Feature Selection,No cost sensitive,38.0,191.0,36.0,1.0,IBk,0.166,0.974,0.527,0.044,
AVRO,8,33.02%,30.08%,14.66%,oversampling,No Feature Selection,Sensitive Threshold,39.0,226.0,1.0,0.0,RandomForest,0.147,1.0,0.502,0.001,
AVRO,8,33.02%,30.08%,14.66%,oversampling,No Feature Selection,Sensitive Threshold,35.0,90.0,137.0,4.0,NaiveBayes,0.28,0.897,0.75,0.262,
AVRO,8,33.02%,30.08%,14.66%,oversampling,No Feature Selection,Sensitive Threshold,38.0,191.0,36.0,1.0,IBk,0.166,0.974,0.566,0.044,
AVRO,8,33.02%,30.08%,14.66%,oversampling,No Feature Selection,Sensitive Learning,39.0,224.0,3.0,0.0,RandomForest,0.148,1.0,0.418,0.004,
AVRO,8,33.02%,30.08%,14.66%,oversampling,No Feature Selection,Sensitive Learning,35.0,90.0,137.0,4.0,NaiveBayes,0.28,0.897,0.837,0.262,
AVRO,8,33.02%,30.08%,14.66%,oversampling,No Feature Selection,Sensitive Learning,38.0,191.0,36.0,1.0,IBk,0.166,0.974,0.527,0.044,
AVRO,8,33.02%,30.08%,14.66%,oversampling,Best first,No cost sensitive,38.0,215.0,12.0,1.0,RandomForest,0.15,0.974,0.728,0.008,
AVRO,8,33.02%,30.08%,14.66%,oversampling,Best first,No cost sensitive,39.0,114.0,113.0,0.0,NaiveBayes,0.255,1.0,0.862,0.225,
AVRO,8,33.02%,30.08%,14.66%,oversampling,Best first,No cost sensitive,37.0,212.0,15.0,2.0,IBk,0.149,0.949,0.718,0.005,
AVRO,8,33.02%,30.08%,14.66%,oversampling,Best first,Sensitive Threshold,39.0,222.0,5.0,0.0,RandomForest,0.149,1.0,0.511,0.007,
AVRO,8,33.02%,30.08%,14.66%,oversampling,Best first,Sensitive Threshold,39.0,227.0,0.0,0.0,NaiveBayes,0.147,1.0,0.5,0.0,
AVRO,8,33.02%,30.08%,14.66%,oversampling,Best first,Sensitive Threshold,37.0,212.0,15.0,2.0,IBk,0.149,0.949,0.507,0.005,
AVRO,8,33.02%,30.08%,14.66%,oversampling,Best first,Sensitive Learning,38.0,223.0,4.0,1.0,RandomForest,0.146,0.974,0.593,-0.002,
AVRO,8,33.02%,30.08%,14.66%,oversampling,Best first,Sensitive Learning,39.0,227.0,0.0,0.0,NaiveBayes,0.147,1.0,0.862,0.0,
AVRO,8,33.02%,30.08%,14.66%,oversampling,Best first,Sensitive Learning,37.0,212.0,15.0,2.0,IBk,0.149,0.949,0.718,0.005,
AVRO,8,33.02%,30.08%,14.66%,undersampling,No Feature Selection,No cost sensitive,39.0,217.0,10.0,0.0,RandomForest,0.152,1.0,0.426,0.013,
AVRO,8,33.02%,30.08%,14.66%,undersampling,No Feature Selection,No cost sensitive,32.0,64.0,163.0,7.0,NaiveBayes,0.333,0.821,0.826,0.336,
AVRO,8,33.02%,30.08%,14.66%,undersampling,No Feature Selection,No cost sensitive,38.0,196.0,31.0,1.0,IBk,0.162,0.974,0.543,0.036,
AVRO,8,33.02%,30.08%,14.66%,undersampling,No Feature Selection,Sensitive Threshold,39.0,227.0,0.0,0.0,RandomForest,0.147,1.0,0.5,0.0,
AVRO,8,33.02%,30.08%,14.66%,undersampling,No Feature Selection,Sensitive Threshold,35.0,88.0,139.0,4.0,NaiveBayes,0.285,0.897,0.755,0.269,
AVRO,8,33.02%,30.08%,14.66%,undersampling,No Feature Selection,Sensitive Threshold,38.0,196.0,31.0,1.0,IBk,0.162,0.974,0.555,0.036,
AVRO,8,33.02%,30.08%,14.66%,undersampling,No Feature Selection,Sensitive Learning,39.0,227.0,0.0,0.0,RandomForest,0.147,1.0,0.483,0.0,
AVRO,8,33.02%,30.08%,14.66%,undersampling,No Feature Selection,Sensitive Learning,35.0,88.0,139.0,4.0,NaiveBayes,0.285,0.897,0.826,0.269,
AVRO,8,33.02%,30.08%,14.66%,undersampling,No Feature Selection,Sensitive Learning,38.0,196.0,31.0,1.0,IBk,0.162,0.974,0.543,0.036,
AVRO,8,33.02%,30.08%,14.66%,undersampling,Best first,No cost sensitive,39.0,227.0,0.0,0.0,RandomForest,0.147,1.0,0.757,0.0,
AVRO,8,33.02%,30.08%,14.66%,undersampling,Best first,No cost sensitive,39.0,109.0,118.0,0.0,NaiveBayes,0.264,1.0,0.864,0.241,
AVRO,8,33.02%,30.08%,14.66%,undersampling,Best first,No cost sensitive,39.0,227.0,0.0,0.0,IBk,0.147,1.0,0.747,0.0,
AVRO,8,33.02%,30.08%,14.66%,undersampling,Best first,Sensitive Threshold,39.0,227.0,0.0,0.0,RandomForest,0.147,1.0,0.5,0.0,
AVRO,8,33.02%,30.08%,14.66%,undersampling,Best first,Sensitive Threshold,39.0,227.0,0.0,0.0,NaiveBayes,0.147,1.0,0.5,0.0,
AVRO,8,33.02%,30.08%,14.66%,undersampling,Best first,Sensitive Threshold,39.0,227.0,0.0,0.0,IBk,0.147,1.0,0.5,0.0,
AVRO,8,33.02%,30.08%,14.66%,undersampling,Best first,Sensitive Learning,39.0,227.0,0.0,0.0,RandomForest,0.147,1.0,0.757,0.0,
AVRO,8,33.02%,30.08%,14.66%,undersampling,Best first,Sensitive Learning,39.0,227.0,0.0,0.0,NaiveBayes,0.147,1.0,0.864,0.0,
AVRO,8,33.02%,30.08%,14.66%,undersampling,Best first,Sensitive Learning,39.0,227.0,0.0,0.0,IBk,0.147,1.0,0.747,0.0,
AVRO,8,33.02%,30.08%,14.66%,SMOTE,No Feature Selection,No cost sensitive,38.0,208.0,19.0,1.0,RandomForest,0.154,0.974,0.358,0.018,
AVRO,8,33.02%,30.08%,14.66%,SMOTE,No Feature Selection,No cost sensitive,34.0,82.0,145.0,5.0,NaiveBayes,0.293,0.872,0.815,0.281,
AVRO,8,33.02%,30.08%,14.66%,SMOTE,No Feature Selection,No cost sensitive,37.0,184.0,43.0,2.0,IBk,0.167,0.949,0.559,0.047,
AVRO,8,33.02%,30.08%,14.66%,SMOTE,No Feature Selection,Sensitive Threshold,39.0,225.0,2.0,0.0,RandomForest,0.148,1.0,0.504,0.003,
AVRO,8,33.02%,30.08%,14.66%,SMOTE,No Feature Selection,Sensitive Threshold,34.0,90.0,137.0,5.0,NaiveBayes,0.274,0.872,0.738,0.25,
AVRO,8,33.02%,30.08%,14.66%,SMOTE,No Feature Selection,Sensitive Threshold,37.0,184.0,43.0,2.0,IBk,0.167,0.949,0.569,0.047,
AVRO,8,33.02%,30.08%,14.66%,SMOTE,No Feature Selection,Sensitive Learning,39.0,224.0,3.0,0.0,RandomForest,0.148,1.0,0.404,0.004,
AVRO,8,33.02%,30.08%,14.66%,SMOTE,No Feature Selection,Sensitive Learning,34.0,90.0,137.0,5.0,NaiveBayes,0.274,0.872,0.815,0.25,
AVRO,8,33.02%,30.08%,14.66%,SMOTE,No Feature Selection,Sensitive Learning,37.0,184.0,43.0,2.0,IBk,0.167,0.949,0.559,0.047,
AVRO,8,33.02%,30.08%,14.66%,SMOTE,Best first,No cost sensitive,33.0,193.0,34.0,6.0,RandomForest,0.146,0.846,0.719,-0.001,
AVRO,8,33.02%,30.08%,14.66%,SMOTE,Best first,No cost sensitive,39.0,114.0,113.0,0.0,NaiveBayes,0.255,1.0,0.859,0.225,
AVRO,8,33.02%,30.08%,14.66%,SMOTE,Best first,No cost sensitive,33.0,193.0,34.0,6.0,IBk,0.146,0.846,0.713,-0.001,
AVRO,8,33.02%,30.08%,14.66%,SMOTE,Best first,Sensitive Threshold,38.0,221.0,6.0,1.0,RandomForest,0.147,0.974,0.5,0.0,
AVRO,8,33.02%,30.08%,14.66%,SMOTE,Best first,Sensitive Threshold,39.0,227.0,0.0,0.0,NaiveBayes,0.147,1.0,0.5,0.0,
AVRO,8,33.02%,30.08%,14.66%,SMOTE,Best first,Sensitive Threshold,36.0,209.0,18.0,3.0,IBk,0.147,0.923,0.501,0.001,
AVRO,8,33.02%,30.08%,14.66%,SMOTE,Best first,Sensitive Learning,38.0,225.0,2.0,1.0,RandomForest,0.144,0.974,0.644,-0.005,
AVRO,8,33.02%,30.08%,14.66%,SMOTE,Best first,Sensitive Learning,39.0,227.0,0.0,0.0,NaiveBayes,0.147,1.0,0.859,0.0,
AVRO,8,33.02%,30.08%,14.66%,SMOTE,Best first,Sensitive Learning,36.0,209.0,18.0,3.0,IBk,0.147,0.923,0.713,0.001,
AVRO,9,39.69%,27.5%,10.41%,No sampling,No Feature Selection,No cost sensitive,6.0,23.0,218.0,22.0,RandomForest,0.207,0.214,0.638,0.117,
AVRO,9,39.69%,27.5%,10.41%,No sampling,No Feature Selection,No cost sensitive,0.0,2.0,239.0,28.0,NaiveBayes,0.0,0.0,0.704,-0.014,
AVRO,9,39.69%,27.5%,10.41%,No sampling,No Feature Selection,No cost sensitive,7.0,24.0,217.0,21.0,IBk,0.226,0.25,0.661,0.144,
AVRO,9,39.69%,27.5%,10.41%,No sampling,No Feature Selection,Sensitive Threshold,15.0,82.0,159.0,13.0,RandomForest,0.155,0.536,0.598,0.094,
AVRO,9,39.69%,27.5%,10.41%,No sampling,No Feature Selection,Sensitive Threshold,0.0,3.0,238.0,28.0,NaiveBayes,0.0,0.0,0.494,-0.021,
AVRO,9,39.69%,27.5%,10.41%,No sampling,No Feature Selection,Sensitive Threshold,12.0,53.0,188.0,16.0,IBk,0.185,0.429,0.604,0.132,
AVRO,9,39.69%,27.5%,10.41%,No sampling,No Feature Selection,Sensitive Learning,10.0,80.0,161.0,18.0,RandomForest,0.111,0.357,0.624,0.013,
AVRO,9,39.69%,27.5%,10.41%,No sampling,No Feature Selection,Sensitive Learning,0.0,3.0,238.0,28.0,NaiveBayes,0.0,0.0,0.704,-0.021,
AVRO,9,39.69%,27.5%,10.41%,No sampling,No Feature Selection,Sensitive Learning,12.0,53.0,188.0,16.0,IBk,0.185,0.429,0.661,0.132,
AVRO,9,39.69%,27.5%,10.41%,No sampling,Best first,No cost sensitive,1.0,10.0,231.0,27.0,RandomForest,0.091,0.036,0.587,-0.008,
AVRO,9,39.69%,27.5%,10.41%,No sampling,Best first,No cost sensitive,0.0,1.0,240.0,28.0,NaiveBayes,0.0,0.0,0.603,-0.007,
AVRO,9,39.69%,27.5%,10.41%,No sampling,Best first,No cost sensitive,1.0,11.0,230.0,27.0,IBk,0.083,0.036,0.535,-0.013,
AVRO,9,39.69%,27.5%,10.41%,No sampling,Best first,Sensitive Threshold,27.0,236.0,5.0,1.0,RandomForest,0.103,0.964,0.493,-0.003,
AVRO,9,39.69%,27.5%,10.41%,No sampling,Best first,Sensitive Threshold,0.0,4.0,237.0,28.0,NaiveBayes,0.0,0.0,0.492,-0.027,
AVRO,9,39.69%,27.5%,10.41%,No sampling,Best first,Sensitive Threshold,25.0,232.0,9.0,3.0,IBk,0.097,0.893,0.465,-0.015,
AVRO,9,39.69%,27.5%,10.41%,No sampling,Best first,Sensitive Learning,27.0,237.0,4.0,1.0,RandomForest,0.102,0.964,0.585,-0.004,
AVRO,9,39.69%,27.5%,10.41%,No sampling,Best first,Sensitive Learning,0.0,4.0,237.0,28.0,NaiveBayes,0.0,0.0,0.603,-0.027,
AVRO,9,39.69%,27.5%,10.41%,No sampling,Best first,Sensitive Learning,25.0,232.0,9.0,3.0,IBk,0.097,0.893,0.535,-0.015,
AVRO,9,39.69%,27.5%,10.41%,oversampling,No Feature Selection,No cost sensitive,9.0,40.0,201.0,19.0,RandomForest,0.184,0.321,0.629,0.117,
AVRO,9,39.69%,27.5%,10.41%,oversampling,No Feature Selection,No cost sensitive,0.0,2.0,239.0,28.0,NaiveBayes,0.0,0.0,0.688,-0.014,
AVRO,9,39.69%,27.5%,10.41%,oversampling,No Feature Selection,No cost sensitive,9.0,41.0,200.0,19.0,IBk,0.18,0.321,0.646,0.112,
AVRO,9,39.69%,27.5%,10.41%,oversampling,No Feature Selection,Sensitive Threshold,18.0,107.0,134.0,10.0,RandomForest,0.144,0.643,0.599,0.079,
AVRO,9,39.69%,27.5%,10.41%,oversampling,No Feature Selection,Sensitive Threshold,0.0,3.0,238.0,28.0,NaiveBayes,0.0,0.0,0.494,-0.021,
AVRO,9,39.69%,27.5%,10.41%,oversampling,No Feature Selection,Sensitive Threshold,14.0,86.0,155.0,14.0,IBk,0.14,0.5,0.572,0.067,
AVRO,9,39.69%,27.5%,10.41%,oversampling,No Feature Selection,Sensitive Learning,16.0,115.0,126.0,12.0,RandomForest,0.122,0.571,0.621,0.036,
AVRO,9,39.69%,27.5%,10.41%,oversampling,No Feature Selection,Sensitive Learning,0.0,3.0,238.0,28.0,NaiveBayes,0.0,0.0,0.688,-0.021,
AVRO,9,39.69%,27.5%,10.41%,oversampling,No Feature Selection,Sensitive Learning,14.0,86.0,155.0,14.0,IBk,0.14,0.5,0.643,0.067,
AVRO,9,39.69%,27.5%,10.41%,oversampling,Best first,No cost sensitive,9.0,40.0,201.0,19.0,RandomForest,0.184,0.321,0.647,0.117,
AVRO,9,39.69%,27.5%,10.41%,oversampling,Best first,No cost sensitive,0.0,2.0,239.0,28.0,NaiveBayes,0.0,0.0,0.69,-0.014,
AVRO,9,39.69%,27.5%,10.41%,oversampling,Best first,No cost sensitive,10.0,41.0,200.0,18.0,IBk,0.196,0.357,0.653,0.137,
AVRO,9,39.69%,27.5%,10.41%,oversampling,Best first,Sensitive Threshold,19.0,109.0,132.0,9.0,RandomForest,0.148,0.679,0.613,0.088,
AVRO,9,39.69%,27.5%,10.41%,oversampling,Best first,Sensitive Threshold,1.0,7.0,234.0,27.0,NaiveBayes,0.125,0.036,0.503,0.01,
AVRO,9,39.69%,27.5%,10.41%,oversampling,Best first,Sensitive Threshold,15.0,86.0,155.0,13.0,IBk,0.149,0.536,0.589,0.083,
AVRO,9,39.69%,27.5%,10.41%,oversampling,Best first,Sensitive Learning,16.0,116.0,125.0,12.0,RandomForest,0.121,0.571,0.625,0.034,
AVRO,9,39.69%,27.5%,10.41%,oversampling,Best first,Sensitive Learning,1.0,7.0,234.0,27.0,NaiveBayes,0.125,0.036,0.69,0.01,
AVRO,9,39.69%,27.5%,10.41%,oversampling,Best first,Sensitive Learning,15.0,86.0,155.0,13.0,IBk,0.149,0.536,0.65,0.083,
AVRO,9,39.69%,27.5%,10.41%,undersampling,No Feature Selection,No cost sensitive,9.0,57.0,184.0,19.0,RandomForest,0.136,0.321,0.643,0.053,
AVRO,9,39.69%,27.5%,10.41%,undersampling,No Feature Selection,No cost sensitive,0.0,3.0,238.0,28.0,NaiveBayes,0.0,0.0,0.685,-0.021,
AVRO,9,39.69%,27.5%,10.41%,undersampling,No Feature Selection,No cost sensitive,14.0,60.0,181.0,14.0,IBk,0.189,0.5,0.621,0.145,
AVRO,9,39.69%,27.5%,10.41%,undersampling,No Feature Selection,Sensitive Threshold,23.0,129.0,112.0,5.0,RandomForest,0.151,0.821,0.643,0.097,
AVRO,9,39.69%,27.5%,10.41%,undersampling,No Feature Selection,Sensitive Threshold,1.0,3.0,238.0,27.0,NaiveBayes,0.25,0.036,0.512,0.037,
AVRO,9,39.69%,27.5%,10.41%,undersampling,No Feature Selection,Sensitive Threshold,15.0,97.0,144.0,13.0,IBk,0.134,0.536,0.567,0.057,
AVRO,9,39.69%,27.5%,10.41%,undersampling,No Feature Selection,Sensitive Learning,23.0,150.0,91.0,5.0,RandomForest,0.133,0.821,0.63,0.061,
AVRO,9,39.69%,27.5%,10.41%,undersampling,No Feature Selection,Sensitive Learning,1.0,3.0,238.0,27.0,NaiveBayes,0.25,0.036,0.685,0.037,
AVRO,9,39.69%,27.5%,10.41%,undersampling,No Feature Selection,Sensitive Learning,15.0,97.0,144.0,13.0,IBk,0.134,0.536,0.622,0.057,
AVRO,9,39.69%,27.5%,10.41%,undersampling,Best first,No cost sensitive,6.0,20.0,221.0,22.0,RandomForest,0.231,0.214,0.581,0.136,
AVRO,9,39.69%,27.5%,10.41%,undersampling,Best first,No cost sensitive,0.0,1.0,240.0,28.0,NaiveBayes,0.0,0.0,0.608,-0.007,
AVRO,9,39.69%,27.5%,10.41%,undersampling,Best first,No cost sensitive,7.0,21.0,220.0,21.0,IBk,0.25,0.25,0.549,0.163,
AVRO,9,39.69%,27.5%,10.41%,undersampling,Best first,Sensitive Threshold,27.0,239.0,2.0,1.0,RandomForest,0.102,0.964,0.486,-0.006,
AVRO,9,39.69%,27.5%,10.41%,undersampling,Best first,Sensitive Threshold,1.0,3.0,238.0,27.0,NaiveBayes,0.25,0.036,0.512,0.037,
AVRO,9,39.69%,27.5%,10.41%,undersampling,Best first,Sensitive Threshold,26.0,237.0,4.0,2.0,IBk,0.099,0.929,0.473,-0.012,
AVRO,9,39.69%,27.5%,10.41%,undersampling,Best first,Sensitive Learning,28.0,241.0,0.0,0.0,RandomForest,0.104,1.0,0.585,0.0,
AVRO,9,39.69%,27.5%,10.41%,undersampling,Best first,Sensitive Learning,1.0,3.0,238.0,27.0,NaiveBayes,0.25,0.036,0.608,0.037,
AVRO,9,39.69%,27.5%,10.41%,undersampling,Best first,Sensitive Learning,26.0,237.0,4.0,2.0,IBk,0.099,0.929,0.548,-0.012,
AVRO,9,39.69%,27.5%,10.41%,SMOTE,No Feature Selection,No cost sensitive,10.0,32.0,209.0,18.0,RandomForest,0.238,0.357,0.652,0.184,
AVRO,9,39.69%,27.5%,10.41%,SMOTE,No Feature Selection,No cost sensitive,0.0,3.0,238.0,28.0,NaiveBayes,0.0,0.0,0.703,-0.021,
AVRO,9,39.69%,27.5%,10.41%,SMOTE,No Feature Selection,No cost sensitive,11.0,32.0,209.0,17.0,IBk,0.256,0.393,0.665,0.21,
AVRO,9,39.69%,27.5%,10.41%,SMOTE,No Feature Selection,Sensitive Threshold,16.0,84.0,157.0,12.0,RandomForest,0.16,0.571,0.611,0.104,
AVRO,9,39.69%,27.5%,10.41%,SMOTE,No Feature Selection,Sensitive Threshold,0.0,3.0,238.0,28.0,NaiveBayes,0.0,0.0,0.494,-0.021,
AVRO,9,39.69%,27.5%,10.41%,SMOTE,No Feature Selection,Sensitive Threshold,12.0,55.0,186.0,16.0,IBk,0.179,0.429,0.6,0.124,
AVRO,9,39.69%,27.5%,10.41%,SMOTE,No Feature Selection,Sensitive Learning,18.0,97.0,144.0,10.0,RandomForest,0.157,0.643,0.658,0.101,
AVRO,9,39.69%,27.5%,10.41%,SMOTE,No Feature Selection,Sensitive Learning,0.0,3.0,238.0,28.0,NaiveBayes,0.0,0.0,0.703,-0.021,
AVRO,9,39.69%,27.5%,10.41%,SMOTE,No Feature Selection,Sensitive Learning,12.0,55.0,186.0,16.0,IBk,0.179,0.429,0.665,0.124,
AVRO,9,39.69%,27.5%,10.41%,SMOTE,Best first,No cost sensitive,1.0,11.0,230.0,27.0,RandomForest,0.083,0.036,0.59,-0.013,
AVRO,9,39.69%,27.5%,10.41%,SMOTE,Best first,No cost sensitive,0.0,3.0,238.0,28.0,NaiveBayes,0.0,0.0,0.603,-0.021,
AVRO,9,39.69%,27.5%,10.41%,SMOTE,Best first,No cost sensitive,2.0,11.0,230.0,26.0,IBk,0.154,0.071,0.569,0.034,
AVRO,9,39.69%,27.5%,10.41%,SMOTE,Best first,Sensitive Threshold,28.0,238.0,3.0,0.0,RandomForest,0.105,1.0,0.506,0.003,
AVRO,9,39.69%,27.5%,10.41%,SMOTE,Best first,Sensitive Threshold,2.0,10.0,231.0,26.0,NaiveBayes,0.167,0.071,0.515,0.04,
AVRO,9,39.69%,27.5%,10.41%,SMOTE,Best first,Sensitive Threshold,26.0,232.0,9.0,2.0,IBk,0.101,0.929,0.483,-0.007,
AVRO,9,39.69%,27.5%,10.41%,SMOTE,Best first,Sensitive Learning,28.0,239.0,2.0,0.0,RandomForest,0.105,1.0,0.626,0.002,
AVRO,9,39.69%,27.5%,10.41%,SMOTE,Best first,Sensitive Learning,2.0,10.0,231.0,26.0,NaiveBayes,0.167,0.071,0.603,0.04,
AVRO,9,39.69%,27.5%,10.41%,SMOTE,Best first,Sensitive Learning,26.0,232.0,9.0,2.0,IBk,0.101,0.929,0.569,-0.007,
AVRO,10,46.43%,24.97%,6.86%,No sampling,No Feature Selection,No cost sensitive,4.0,24.0,234.0,15.0,RandomForest,0.143,0.211,0.713,0.096,
AVRO,10,46.43%,24.97%,6.86%,No sampling,No Feature Selection,No cost sensitive,3.0,5.0,253.0,16.0,NaiveBayes,0.375,0.158,0.893,0.189,
AVRO,10,46.43%,24.97%,6.86%,No sampling,No Feature Selection,No cost sensitive,6.0,23.0,235.0,13.0,IBk,0.207,0.316,0.69,0.182,
AVRO,10,46.43%,24.97%,6.86%,No sampling,No Feature Selection,Sensitive Threshold,13.0,79.0,179.0,6.0,RandomForest,0.141,0.684,0.689,0.136,
AVRO,10,46.43%,24.97%,6.86%,No sampling,No Feature Selection,Sensitive Threshold,3.0,6.0,252.0,16.0,NaiveBayes,0.333,0.158,0.567,0.178,
AVRO,10,46.43%,24.97%,6.86%,No sampling,No Feature Selection,Sensitive Threshold,6.0,59.0,199.0,13.0,IBk,0.092,0.316,0.544,0.041,
AVRO,10,46.43%,24.97%,6.86%,No sampling,No Feature Selection,Sensitive Learning,11.0,83.0,175.0,8.0,RandomForest,0.117,0.579,0.66,0.091,
AVRO,10,46.43%,24.97%,6.86%,No sampling,No Feature Selection,Sensitive Learning,3.0,6.0,252.0,16.0,NaiveBayes,0.333,0.158,0.893,0.178,
AVRO,10,46.43%,24.97%,6.86%,No sampling,No Feature Selection,Sensitive Learning,6.0,59.0,199.0,13.0,IBk,0.092,0.316,0.69,0.041,
AVRO,10,46.43%,24.97%,6.86%,No sampling,Best first,No cost sensitive,5.0,7.0,251.0,14.0,RandomForest,0.417,0.263,0.69,0.285,
AVRO,10,46.43%,24.97%,6.86%,No sampling,Best first,No cost sensitive,3.0,4.0,254.0,16.0,NaiveBayes,0.429,0.158,0.874,0.201,
AVRO,10,46.43%,24.97%,6.86%,No sampling,Best first,No cost sensitive,6.0,7.0,251.0,13.0,IBk,0.462,0.316,0.607,0.338,
AVRO,10,46.43%,24.97%,6.86%,No sampling,Best first,Sensitive Threshold,12.0,21.0,237.0,7.0,RandomForest,0.364,0.632,0.775,0.41,
AVRO,10,46.43%,24.97%,6.86%,No sampling,Best first,Sensitive Threshold,5.0,6.0,252.0,14.0,NaiveBayes,0.455,0.263,0.62,0.298,
AVRO,10,46.43%,24.97%,6.86%,No sampling,Best first,Sensitive Threshold,13.0,242.0,16.0,6.0,IBk,0.051,0.684,0.373,-0.038,
AVRO,10,46.43%,24.97%,6.86%,No sampling,Best first,Sensitive Learning,12.0,20.0,238.0,7.0,RandomForest,0.375,0.632,0.692,0.421,
AVRO,10,46.43%,24.97%,6.86%,No sampling,Best first,Sensitive Learning,5.0,6.0,252.0,14.0,NaiveBayes,0.455,0.263,0.874,0.298,
AVRO,10,46.43%,24.97%,6.86%,No sampling,Best first,Sensitive Learning,13.0,242.0,16.0,6.0,IBk,0.051,0.684,0.607,-0.038,
AVRO,10,46.43%,24.97%,6.86%,oversampling,No Feature Selection,No cost sensitive,8.0,42.0,216.0,11.0,RandomForest,0.16,0.421,0.715,0.147,
AVRO,10,46.43%,24.97%,6.86%,oversampling,No Feature Selection,No cost sensitive,3.0,6.0,252.0,16.0,NaiveBayes,0.333,0.158,0.906,0.178,
AVRO,10,46.43%,24.97%,6.86%,oversampling,No Feature Selection,No cost sensitive,8.0,40.0,218.0,11.0,IBk,0.167,0.421,0.69,0.156,
AVRO,10,46.43%,24.97%,6.86%,oversampling,No Feature Selection,Sensitive Threshold,14.0,91.0,167.0,5.0,RandomForest,0.133,0.737,0.692,0.124,
AVRO,10,46.43%,24.97%,6.86%,oversampling,No Feature Selection,Sensitive Threshold,4.0,7.0,251.0,15.0,NaiveBayes,0.364,0.211,0.592,0.228,
AVRO,10,46.43%,24.97%,6.86%,oversampling,No Feature Selection,Sensitive Threshold,8.0,75.0,183.0,11.0,IBk,0.096,0.421,0.565,0.051,
AVRO,10,46.43%,24.97%,6.86%,oversampling,No Feature Selection,Sensitive Learning,15.0,106.0,152.0,4.0,RandomForest,0.124,0.789,0.678,0.109,
AVRO,10,46.43%,24.97%,6.86%,oversampling,No Feature Selection,Sensitive Learning,4.0,7.0,251.0,15.0,NaiveBayes,0.364,0.211,0.906,0.228,
